articleID,headlines,userID,numUpvotes,numDownvotes
652,"Landry: 'Like to stay,' but ball in Browns' court",user_56,5,70
653,QBs for the Lions and Panthers? Could the Jets go all defense? We answered 18 big NFL draft questions,user_13,35,14
654,Bill introduced to end tax break for stadium builds,user_63,20,26
655,"Chiefs cut LB Hitchens, save $8.4M against cap",user_78,16,38
656,"Rodgers explains IG post, has no news on plans",user_69,52,74
657,Judge rules Watson can be deposed in 9 cases,user_1,1,47
658,Sources: Rams expected to name Coen as OC,user_82,42,63
659,Could Mitchell Trubisky get another chance to start? NFL execs on the free-agent QB class,user_30,32,5
660,"Amid boycott talk, combine alters COVID policies",user_52,23,54
661,XFL to provide NFL 'petri dish' as part of deal,user_14,24,94
662,Vikings hire Rams' Phillips as new O-coordinator,user_61,10,96
663,Steelers GM gives QB Rudolph vote of confidence,user_26,10,88
664,Sources: Agents threaten boycott of NFL combine,user_59,92,16
665,Flores joins Steelers as def. assistant/LB coach,user_30,57,6
666,Your team-by-team guide to the NFL offseason: Best- and worst-case scenarios for all 32,user_72,93,42
667,Washington HOF wide receiver Taylor dies at 80,user_69,15,74
668,NFL hires ex-SEC chair White for Snyder inquiry,user_62,57,57
669,Titans' Dupree turns himself in on assault charge,user_2,62,8
670,Source: Baker becomes 2nd female Giants asst.,user_61,26,76
671,Pack hire Rodgers favorite Clements as QB coach,user_1,93,95
672,No NFL inquiry into Cowboys cheerleaders claims,user_6,47,37
673,Report: NFL commish Goodell may ink extension,user_6,49,69
674,"NFL experts debate: 2022 MVP and Super Bowl LVII picks, plus teams to watch this offseason",user_99,51,96
675,"Goodell, civil rights leaders talk diversity in hiring",user_32,43,33
676,Kiper's new Big Board for the 2022 NFL draft: Ranking the best prospects at every position,user_39,90,100
677,O'Connell 'anticipating' Cousins to stay Vikes' QB,user_93,14,69
678,Fresh threads: USFL teams unveil their uniforms for the upcoming season,user_18,11,100
679,"Rams, Staffords to cover photog's bills after fall",user_16,89,31
680,Chiefs CB linked to Kamara case turns himself in,user_58,100,29
681,Broncos hire Rams' Evero as new D-coordinator,user_85,96,18
682,Vikes officially hire 'innovative' O'Connell as HC,user_1,87,15
683,World's oldest Pats fan dies in Maine at age 106,user_38,55,34
684,"Could Rodgers, Wilson and six other QBs really get traded? Our reporters tell you everything they know",user_66,78,69
685,McShay's newest 2022 NFL mock draft: Landing spots for four QBs and a projected trade,user_56,18,46
686,Fantasy football rankings: The 192 players who should be rostered in 2022,user_47,18,100
687,Notable moments in championship parade history,user_92,18,8
688,"Donald hints at 'running it back' with McVay, Rams",user_45,21,47
689,Sources: Saints to keep longtime OC Carmichael,user_22,11,23
690,Cowboys paid $2.4M over cheerleader allegations,user_96,56,27
691,NFL hires former AG Lynch's firm for Flores suit,user_14,29,78
692,Bengals' Golden hired as Notre Dame's new DC,user_32,3,86
693,"Aaron Donald goes shirtless, Cooper Kupp honors Kobe and more from the Rams' Super Bowl parade",user_9,53,51
694,Falcons cut pass-rusher Fowler after 2 seasons,user_89,7,31
695,"Best team fits for top 50 NFL free agents: Landing spots for Davante Adams, Von Miller, others",user_37,55,62
696,Bengals reward Taylor with extension through '26,user_94,63,9
697,"Taylor: Burrow has sprain, doesn't need surgery",user_95,17,12
698,Broncos add Morgan State HC Wheatley to staff,user_13,55,48
699,"Overheard during Super Bowl week: Buzz on Donald, Rodgers, McVay, Watson, Tannehill and more",user_70,56,55
700,"Diamonds and gold: Biles, NFL's Owens engaged",user_68,78,10
701,Sources: Vikes to introduce HC O'Connell Thurs.,user_71,30,97
702,Report: L.A. DA won't charge Adrian Peterson,user_1,69,83
703,Rams' SB LVI win had total audience of 112.3M,user_18,66,63
704,"Rodgers, Mahomes betting co-faves for '22 MVP",user_2,88,2
705,Grading NFL head-coach hires: Will Kevin O'Connell have instant success with Vikings?,user_22,95,39
706,Tracking NFL head-coach hirings: All nine jobs have been filled,user_34,35,87
707,Welcome to the NFL offseason: 14 priorities the league needs to figure out before the 2022 season,user_13,33,47
708,NBA veteran says NFL hiring policies 'embarrassing',user_89,61,12
709,Oakland says goodbye to Madden at Coliseum,user_11,41,40
710,"How did the Rams come back? Barnwell on a defensive adjustment, Kupp's takeover and more",user_13,46,29
711,Champion Rams eye a plan to 'do it all over again',user_25,69,16
712,Cards' Murray: 'Nonsense is not what I'm about',user_15,72,48
713,"In Los Angeles Rams spotlight, Matthew Stafford always seemed to know where he belonged",user_10,49,11
714,Mattress Mack vows to keep going after $9.5 million Super Bowl loss,user_75,66,86
715,"For OBJ, Rams' victory all 'part of plan' after injury",user_19,100,20
716,Source: Dolphins to hire Chargers' Smith as OC,user_22,10,1
717,"Burrow: Bengals to celebrate year, use it for 'fuel' ",user_34,72,38
718,"Way-too-early NFL Power Rankings: Here's how good we think the Bengals, Rams and Packers will be",user_21,50,81
719,California love: Social media reacts to Rams' Super Bowl LVI win over Bengals,user_33,5,88
720,"Cooper Kupp delivers again, this time when it mattered the most",user_47,79,46
721,Social media lights up for Super Bowl halftime show,user_28,33,46
722,NFL 'aware' Eminem would kneel in halftime show,user_23,66,7
723,"Donald savors 'moment,' noncommittal on future",user_4,67,98
724,Kupp wins Super Bowl MVP to cap record season,user_39,37,92
725,"One night, two rings: Rams safety Taylor Rapp proposes to girlfriend after Super Bowl LVI",user_75,67,91
726,"Super Sunday for WR Jefferson: Title, newborn",user_49,22,19
727,"Matthew Stafford joins greats like John Elway, Alexander Ovechkin and Lindsey Jacobellis in waiting for a title",user_73,3,46
728,Cincinnati Bengals' Super Bowl LVI loss a reminder rebuild not complete,user_61,3,14
729,"Deion vs. Shedeur, Peyton vs. Jimmy Buckets on the lanes and other top Super Bowl commercials",user_73,81,76
730,"DE Campbell, inspired by Rams' title, not retiring",user_75,95,35
731,L.A. story: All-in approach pays off as Rams win Super Bowl LVI in home stadium,user_99,52,68
732,Kupp's late TD lifts Rams over Bengals 23-20 in Super Bowl,user_42,9,70
733,"Chiefs, Bills with best odds to win Super Bowl LVII",user_66,13,29
734,Did officials miss a penalty on Tee Higgins' 75-yard TD in the Super Bowl? Why the Rams have a strong case,user_12,60,64
735,NFL overhaul tiers: Which teams will look most different in 2022?,user_17,72,30
736,"Sources: Frustrations exist between Kyler, Cards",user_72,63,48
737,NFL playoff bracket: Rams beat Bengals to win Super Bowl LVI,user_5,62,42
738,"2022 NFL draft order: Top 32 picks set with Jaguars, Lions, Texans at the top",user_14,60,94
739,Peterson arrested after alleged domestic violence,user_89,28,93
740,49ers' network hit by gang's ransomware attack,user_96,3,99
741,Super Bowl 56: A viewer's guide to get you through Sunday,user_94,17,4
742,Sources: Pack ready to go all-in to keep Rodgers,user_42,84,54
743,Sources: Bieniemy's future with Chiefs uncertain,user_1,25,37
744,AB's glove from sideline meltdown sells for $16K,user_24,23,72
745,Bettors divided on Super Bowl entering Sunday,user_23,12,56
746,Source: Bengals TE Uzomah (knee) to play in SB,user_27,66,79
747,"Super Bowl cheat sheet: Rams-Bengals predictions, in-depth previews, betting advice, stats to know, more",user_16,61,98
748,Cost of success: Rams expect coaches to depart,user_99,67,68
749,Super Bowl betting: Everything you need to know to bet Rams-Bengals,user_73,3,19
750,Burrow 'won team over' in meeting on injustice,user_81,75,37
751,Sources: Raiders hire Patriots' Lombardi as OC,user_43,1,66
752,"McVay ponders future, wants to prioritize family ",user_76,53,16
753,Suffering and support: Lions fans supporting Rams QB with 'Detroit Rams' gear,user_56,44,30
754,Super Bowl betting: Everything you need to know to bet Rams-Bengals,user_2,7,13
755,Swami Sez: Chris Berman picks the winner of Super Bowl 2022,user_24,43,68
756,OBJ hopes to come through for Rams - and Drake,user_65,22,44
757,Sources: Giants add Laura Young to Daboll's staff,user_47,32,74
758,Fins' McDaniel: 'Extremely proud' to be biracial,user_6,80,72
759,"Rams' rollouts, a Burrow mirage and Donald's dominance: Five stat trends to watch in Super Bowl LVI",user_57,91,5
760,The making of Cooper Kupp: Rams receiver credits wife's inspiration for superstar turn,user_62,17,59
761,Rams TE Higbee (knee) to miss Super Bowl LVI,user_17,23,95
762,New Bears coach Eberflus adds 3 assistants ,user_81,90,97
763,Dolphins to retain Boyer as defensive coordinator,user_39,46,80
764,Burrow: Chasing Rodgers to try to be the best,user_11,29,88
765,The story of Whitney Houston's epic national anthem performance at 1991 Super Bowl,user_38,89,7
766,'Mattress Mack' bets big again on Bengals to win,user_90,51,65
767,Black NFL coaches lament flawed hiring policies,user_5,82,94
768,Trends you need to know for betting the Super Bowl,user_77,6,89
769,Matthew Berry's Love/Hate for betting Super Bowl props,user_85,24,50
770,McDaniel: 'No red flags' in taking Dolphins' job,user_81,42,63
771,"Rodgers feels 'thankful' for Pack, still undecided ",user_48,2,2
772,What Super Bowl LVI's top players were like as college football recruits,user_36,92,28
773,2022 Pro Football Hall of Fame: Meet the newest members,user_58,66,21
774,Rodgers wins 2nd straight MVP; Kupp gets OPOY,user_40,78,12
775,2022 NFL Honors -- Who won the league's biggest awards?,user_55,23,79
776,"Vermeil, Boselli, Seymour headline '22 HOF class ",user_5,61,96
777,Here's where 2021 OPOY Cooper Kupp ranks on the NFL's single-season receiving yards list,user_58,56,87
778,NFL: Commanders blocked access to documents ,user_15,43,90
779,Uzomah vows to bathe in chili if Bengals win,user_10,54,86
780,Here's where 2021 DPOY TJ Watt's season lands among all-time greats,user_87,63,38
781,Ball from Brady's last TD going up for auction,user_87,89,75
782,"ESPN experts predict the Super Bowl LVI winner, score and MVP: More than 70 picks so far",user_10,26,73
783,Sources: Jaguars to hire Press Taylor as new OC,user_52,39,69
784,Sources: Vikings set to hire Donatell as new DC,user_46,70,59
785,"NFL, not Commanders, to oversee Snyder inquiry",user_63,64,77
786,"Game plan for Rams-Bengals: How each team can win, Super Bowl game-breakers, more",user_17,57,33
787,"Sources: C. Kiffin backtracks, returns to Browns",user_66,22,5
788,Can the Bengals really do it again? Barnwell previews the Super Bowl and makes his pick,user_4,77,37
789,Aaron Rodgers hints that he thinks he's about to win his fourth MVP award,user_27,23,1
790,'I couldn't catch my breath': Sixteen players and coaches reveal tales of Super Bowl nerves,user_22,46,66
791,"When problem gamblers need help, this is who they call",user_91,40,99
792,From Greatest Show to a Cooper Kupp/OBJ combo: Rams' Super Bowl runs revolve around receivers,user_73,18,49
793,Printable Super Bowl 2022 prop bet scorecard,user_86,79,13
794,"Blank, Falcons 'absolutely' want Ridley back in '22",user_74,8,43
795,Bengals quarterback Joe Burrow gives 'lucky' former high school coach Super Bowl LVI tickets,user_74,61,2
796,Goodell: NFL 'fell short' in diversity coaching hires,user_49,71,57
797,Commanders' Allen sorry for 'dumb' Hitler tweet,user_27,80,77
798,NFL to hold its first game in Germany in 2022,user_68,69,47
799,Eagles' McLeod wins NFLPA's Alan Page Award,user_79,31,57
800,Is Aaron Donald the best player in Super Bowl LVI? We ranked the top 53 overall,user_20,88,31
801,How the Bengals' Joe Burrow and Ja'Marr Chase formed their unstoppable connection,user_83,70,32
802,Broncos' Beck wins NFL Salute to Service honor,user_16,60,95
803,"Donatell favorite to be Vikings' DC, sources say",user_19,41,44
804,"Mizzou DC, ex-NFL HC Wilks joins Panthers staff",user_61,22,46
805,Snyder hires firm to investigate latest allegations,user_35,1,29
806,McShay's new NFL draft rankings: Who rose after the Senior Bowl?,user_48,79,65
807,Cincy not worried about O-line mismatch vs. L.A.,user_45,91,75
808,Judge returns to Patriots as offensive assistant,user_3,55,95
809,"Despite injury, Rams' Woods enjoying playoff run",user_49,54,77
810,Authorities: No known threats to SB LVI or L.A.,user_6,37,92
811,Allen wants 'to create my own legacy' with Saints,user_6,68,1
812,Texans GM: Flores' suit didn't affect HC decision,user_81,13,79
813,"Fitzgerald wants what's best for Kyler, Cardinals",user_90,47,5
814,S Everett charged with involuntary manslaughter,user_65,23,31
815,Super Bowl 2022 Playbook: Mike Clay's fantasy football and props betting guide,user_78,7,72
816,"Titans extend contracts for Vrabel, GM Robinson",user_12,17,24
817,Saints hire DC Allen as HC to succeed Payton,user_54,28,53
818,Cops: Video backs allegations against Kamara,user_70,66,82
819,How Cincinnati Bengals kicker Evan McPherson became 'Money Mac',user_59,95,6
820,Source: Jags plan to hire Bucs' Caldwell as DC,user_35,37,89
821,Source: Giants to hire Martindale as new DC,user_1,98,12
822,Re-drafting the 2021 NFL class: We made new picks for the first two rounds,user_23,93,30
823,"Brady 'happy' with choice, but 'never say never'",user_29,92,68
824,Will Smith has an Oscar nod for 'King Richard' -- here are his best sports movie performances,user_85,73,79
825,How aerobics changed the life of Arthur Blank long before he bought the Atlanta Falcons,user_8,21,13
826,Super Bowl LVI expected to set betting records,user_98,45,38
827,Ramsey 'of course' lobbying for Chase assignment,user_67,52,78
828,Source: Lions promote TE coach Johnson to OC,user_61,94,83
829,2022 NFL regular-season opponents for every team,user_96,12,16
830,Texans hire 'established leader' Smith as coach,user_5,16,20
831,"Goodell, civil rights group meet on Rooney Rule",user_78,86,80
832,"McVay, Rams play it safe with injured TE Higbee",user_90,64,95
833,NFL to discuss high injury rates on special teams,user_47,30,82
834,Ohio Gov. renames 3 parks to honor Bengals,user_44,68,60
835,Bengals' Uzomah (MCL) vows to play in SB LVI,user_85,12,64
836,Kamara arrested on battery charge in Las Vegas,user_35,38,54
837,Falcons director of pro personnel Sabo exiting,user_94,4,27
838,Source: Pack to hire Bisaccia to fix special teams,user_19,29,29
839,"After nearly three decades, the Super Bowl returns to its birthplace: Los Angeles",user_74,70,70
840,"Texans, Lovie Smith discuss head-coaching job",user_12,36,76
841,Madden NFL 22 Super Bowl simulator predicts Bengals and Burrow get the win over Rams,user_47,10,18
842,Super Bowl predictions: 'The Mush' vs. our betting expert,user_54,17,8
843,"Brussels sprouts, bad starts and lessons learned: Bengals' journey to AFC title game one to savor",user_9,42,51
844,Former Lions teammates are living vicariously through Matthew Stafford's Super Bowl run,user_57,21,62
845,An early look at Super Bowl prop bets: Will Evan McPherson score the first points?,user_71,84,49
846,"New two-round NFL mock draft: Predicting the top 64 picks, including six QBs",user_56,70,72
847,Rodgers or Brady? We break down the NFL's MVP battle and pick our winner,user_72,28,97
848,From Joe Burrow to Joe Brrr: The endless swag of the Super Bowl-bound Cincinnati Bengals QB,user_25,83,67
849,"NFL Pro Bowl 2022: Not much tackling, but plenty of fun as AFC hangs on",user_13,31,75
850,Dolphins hire 49ers OC McDaniel as head coach,user_71,8,27
851,"Herbert, Crosby MVPs in AFC's Pro Bowl victory",user_27,27,8
852,"Herbert, Crosby send AFC to 41-35 win in Pro Bowl's return",user_89,73,33
853,NFL to eye diversity efforts in wake of Flores suit,user_89,55,37
854,Source: Steelers set to promote Austin to DC,user_63,45,81
855,2022 Pro Bowl is the first leg of Las Vegas' NFL showcase parlay,user_43,88,17
856,What now for Brian Flores and the NFL? Answering the biggest legal questions ahead,user_28,83,71
857,"At Super Bowl LVI, Rams' Von Miller gets a chance for 'another biggest moment' ",user_26,88,23
858,Texas salesman places $4.5M wager on Bengals,user_55,35,63
859,49ers fan still in coma with 'long road ahead',user_42,15,92
860,"Ridder, Pickett lead National to Senior Bowl win",user_70,42,7
861,Sources: Raiders to hire Giants' Graham as DC ,user_33,5,97
862,Sources: Giants hiring Eagles' Brown as asst. GM,user_46,27,19
863,Jags to 'strengthen' front office around GM Baalke,user_71,31,48
864,Jackson: Not paid to lose; proof of intent to come,user_60,93,75
865,Brown leaves Wizards to be Ravens' president,user_79,58,62
866,Corrente retiring as ref after 27-year NFL career,user_76,39,6
867,'The Tuck Rule': How to watch and stream ESPN's 30 for 30 documentary,user_38,20,86
868,"NFL draft buzz from the Senior Bowl: What we heard on the QBs, interesting prospects and teams to watch",user_32,63,18
869,"Which NFL teams draft the most Senior Bowl players, and what's the benefit?",user_14,99,52
870,Sources: 49ers hiring Lynn as asst. head coach,user_89,32,9
871,Tannenbaum's final QB rankings: Who is in line to be a 2022 starter?,user_44,1,69
872,'He's as tough as it comes': Why the Bengals' Joe Burrow plays QB like a linebacker,user_75,78,16
873,Inside the Senior Bowl's wild NFT idea,user_47,58,87
874,Source: Colts hiring former Raiders DC Bradley,user_36,46,60
875,Committee: Snyder has say if findings go public ,user_11,62,97
876,Arrest in altercation that left 49ers fan in coma,user_37,43,87
877,Sources: Seahawks expected to tab Hurtt as DC,user_31,1,93
878,'Ohio Love': Joe Burrow gifts Kid Cudi with game-worn AFC title game jersey,user_16,94,3
879,Harbaugh commits to U-M: 'Where I want to be',user_68,1,14
880,Bengals QB Burrow the hot choice for SB MVP,user_63,40,90
881,"Rams' Sean McVay, Bengals' Zac Taylor ready for reunion on NFL's biggest stage",user_90,59,7
882,Georgia artist goes big for Pro Bowl cleats of Atlanta Falcons rookie Kyle Pitts,user_63,14,52
883,"Ranking the NFL's non-QB MVPs: Cooper Kupp, Aaron Donald or Micah Parsons at No. 1?",user_14,60,73
884,Jags hire Super Bowl winner Pederson as coach,user_68,54,19
885,Haslam: Jackson never accepted blame for losing ,user_61,12,80
886,"Seven NFL draft risers at the Senior Bowl: Best of Day 3, plus standouts and sleepers from practice",user_49,65,78
887,New allegations levied against Snyder at hearing,user_29,5,36
888,"Giants deny Flores' allegations, lay out timeline",user_10,74,12
889,Elway: Flores' allegations 'false and defamatory',user_53,79,58
890,Rooney: Rule helping with minority GM hiring,user_66,76,11
891,Crosby: Bisaccia respect no knock on McDaniels,user_72,49,24
892,Wright: Easy fix for NFL is to commit to diversity,user_98,64,3
893,Inside job: Bengals head indoors to prep for SB,user_37,29,31
894,Chargers name Ficken special teams coordinator,user_70,45,14
895,Ruggs' lawyer says he's viewing post-crash video,user_78,47,81
896,Source: Giants set to hire Chiefs' Kafka as OC,user_53,19,82
897,Going out on top: Brady rises to Madden 99 Club,user_58,33,21
898,"Dual threat: Eagles' Scott now a pro gamer, too",user_65,95,91
899,"Best of Senior Bowl Day 2: Standouts, Malik Willis' strong performance, NFL draft sleepers, more",user_93,71,77
900,"We simulated the offseason NFL QB market: Trades, free-agent offers, draft picks and who's staying put",user_45,28,56
901,Jackson accuses Browns of incentivizing losing,user_67,43,93
902,Can Kyle Trask be the Bucs' Tom Brady replacement? McShay revisits his scouting report,user_81,35,18
903,How did your NFL team gets its name? Origins explained for all 32,user_22,91,97
904,Super reunion: Rams' Andrew Whitworth excited to play former Bengals team in Super Bowl,user_41,45,63
905,How did the Bengals build this Super Bowl team? Barnwell on Cincy's unique roster and what's next,user_52,96,84
906,Rams COO: Building brand in L.A. will take time,user_52,27,72
907,Dolphins owner Ross: Allegations by Flores 'false',user_17,76,98
908,Spike Lee set for ESPN docuseries on Kaepernick,user_99,7,72
909,Brother of late Chargers star Seau killed in crash,user_29,87,92
910,Washington Commanders: Inside the NFL franchise's search for a new nickname and logo,user_85,19,2
911,Belichick lauds Brady: 'Best player in NFL history',user_48,6,35
912,"Tom Brady's retirement leads to collector's frenzy, $2.3 million rookie card sale on eBay
",user_67,1,90
913,L.A. officials urge mask-wearing at Super Bowl,user_57,72,94
914,Commanders' Rivera: Flores deserves coach job,user_30,96,41
915,N.J. man pleads guilty in Brady SB rings scam,user_27,30,76
916,Flores: Trust 'lost' with Fins after tanking offer,user_90,96,91
917,Packers assistant Outten joins Broncos as OC,user_85,36,59
918,Narduzzi on Pickett hand talk: 'Complete joke',user_82,93,91
919,Source: Bills to hire Joe Brady as QB coach,user_57,52,93
920,Bucs GM to start QB search after Brady 'fairy tale',user_48,62,26
921,Social media reacts to the news that Tom Brady plans to retire,user_9,68,27
922,Williams follows Eberflus to Chicago as Bears DC,user_100,92,2
923,Washington chooses Commanders as new name,user_98,46,98
924,Washington's NFL franchise has new name but same old problem: Dan Snyder runs the team,user_74,27,68
925,Every logo Washington's NFL franchise has ever used,user_54,33,11
926,Sources: Eagles QB Hurts having ankle surgery ,user_64,18,12
927,Jets' Clark ending career due to risk of paralysis,user_81,71,28
928,15 standouts at East-West Shrine Bowl practices: NFL draft prospects who improved their stock,user_95,69,44
929,"Why the Pro Bowl means so much to first-timers like Justin Herbert, Maxx Crosby and Trevon Diggs",user_14,79,58
930,"Flores sues NFL, teams, alleges racism in hiring ",user_53,92,38
931,"Broncos up for sale, likely to fetch record price",user_97,69,47
932,Garoppolo hopes trade is to team hungry to win,user_54,28,45
933,"Best QBs, NFL draft standouts from Senior Bowl Day 1: Malik Willis, Kenny Pickett impress",user_24,57,2
934,Jets coach: Becton will have to compete to start,user_52,63,85
935,"Ranking all 32 NFL teams' offseason capital: Which have the most draft picks, cap space to work with?",user_88,98,26
936,"Rare Brady card fetches $118,000 at auction",user_25,24,2
937,"Brady announces retirement, ends 'thrilling ride'",user_57,80,38
938,Source: Pack ST coach out after playoff blunders,user_48,67,56
939,"NFL draft experts preview the Senior Bowl: Top quarterbacks, prospects and sleepers to watch",user_68,91,20
940,Bills replace Daboll by promoting Dorsey to OC,user_31,91,54
941,The limitless life of Tom Brady,user_5,64,47
942,Pickett on hand size concerns: I played at Pitt,user_7,70,28
943,"QBs Wilson, Cousins in Pro Bowl as injury subs",user_27,71,40
944,20 potential NFL trade targets this offseason: Why you should keep an eye on the Saints and Giants,user_61,33,5
945,NFL awards $1M to study cannabinoids' effects,user_50,89,54
946,Brady says he's 'still going through the process' ,user_79,39,31
947,Super Bowl Betting: How to enhance your viewing experience,user_24,60,20
948,Rams' Higbee (MCL sprain) may miss Super Bowl,user_51,51,29
949,DK Metcalf eats an incredible amount of candy as part of his diet,user_32,92,49
950,Arians happy to reward Bowles; no rift with Brady,user_48,54,84
951,Ranking the top 100 NFL free agents: Who is primed for a big deal?,user_41,91,11
952,Ranking the best remaining NFL free agents: Who is still unsigned?,user_90,47,74
953,"Bills, Bucs on top as sportsbooks set '22 win odds",user_9,60,1
954,NFL draft tier rankings: McShay and Muench stack the 106 highest-graded prospects in the 2022 class,user_90,46,61
955,"Greatest NFL scouts ever: Meet the visionaries, grinders and teachers who paved the way",user_45,84,80
956,Star CB Peterson says he's re-signing with Vikes,user_76,54,78
957,Arians to Bucs' front office; Bowles named coach,user_12,60,61
958,"Woman's lawyers rip Jerry Jones, deny conspiracy",user_86,34,20
959,Saints safety Jenkins retires after 13-year career,user_94,50,83
960,Public cost of Bills stadium to top $1B over lease,user_57,53,52
961,Evan Neal: Plug me in at tackle or guard in NFL,user_28,6,75
962,What's next for quarterback Deshaun Watson and the Browns?,user_44,23,87
963,"Lamar rips 'false narrative,' says he loves Ravens",user_45,8,55
964,Rivera: Way to fix Commanders' rep is by winning,user_39,5,14
965,A former NFL GM's Round 1 mock draft: Tannenbaum's landing spots for the top 2022 prospects,user_96,15,57
966,Clay: What I learned while doing 2022 fantasy football projections,user_38,1,52
967,NFL mandates special helmets for start of camp,user_93,48,35
968,"Traded your first-rounder? No problem. We picked needs and Day 2 targets for the 49ers, Browns, more",user_69,59,74
969,Ravens owner: Watson deal complicates QB talks,user_72,88,85
970,Goodell: Watson still could face NFL discipline,user_47,24,22
971,49ers: Lance will start at QB 'sooner than later',user_16,29,34
972,Rooney: Flores' suit didn't have impact on hiring,user_14,10,43
973,NFL approves OT rules tweak for playoffs only,user_42,31,8
974,"Saints adding Dalton to QB mix, slot Hill at TE",user_48,14,22
975,Ravens sign Harbaugh to three-year extension,user_13,52,56
976,Wild NFL offseason opens up disparity in betting markets between AFC and NFC,user_8,48,54
977,"Sources: Safety Peppers, Pats reach 1-year deal",user_11,56,24
978,Bears GM hopes for trade opportunity on Foles,user_69,1,65
979,"Packers play catch-up, need 'legit' WR with speed",user_87,56,13
980,Kraft bothered by Patriots' 3-year playoff skid,user_65,53,51
981,U.S. swim trials go from Omaha to Indy for '24,user_63,5,32
982,How seven NFL draft QBs stack up: Do the numbers match what we see on tape?,user_2,47,48
983,Jags to play annually at Wembley through 2024,user_77,72,15
984,NFL approves Bills' $1.4B new stadium proposal,user_80,42,68
985,Panthers open to Cam return; QB weighs options,user_82,14,47
986,"J. Jones asks judge to toss suit, alleges extortion",user_43,61,92
987,NFL: All teams must add minority offensive coach,user_26,79,42
988,49ers GM Lynch: No plan to release Garoppolo,user_89,32,79
989,GM: Bills to match Bears' offer sheet to OG Bates,user_26,4,35
990,Giants GM: Haven't made calls to trade Barkley,user_81,13,67
991,Detroit announced as host for 2024 NFL draft,user_79,62,15
992,Tomlin on OT rules: 'I don't fear sudden death',user_92,36,42
993,Jags C Linder announces retirement after 8 years,user_32,73,56
994,Belichick: Patricia key part of Pats' offensive staff,user_54,58,49
995,Source: WR Smith back to Saints on 2-year deal,user_91,38,43
996,Jets CEO has mixed feelings on failed Chelsea bid,user_48,48,88
997,'Hard Knocks' training camp to feature Lions,user_73,47,65
998,Reid says Hill trade due to cap: 'There's no rift',user_100,50,18
999,Ravens adjust practices to address injury issue,user_49,21,96
1000,Stefanski hopes Mayfield situation 'resolved soon',user_68,84,47
1001,Colts' Reich says Wentz can still be a top-10 QB,user_42,72,78
1002,Reports: Bills' stadium needs $850M public funds,user_30,43,8
1003,"We projected the perfect Jets draft: Miller mocks all nine picks, from No. 4 to 163",user_7,53,34
1004,Giants' Mara says he's not settling Flores' lawsuit,user_52,94,27
1005,"NFL Power Rankings: Early 1-32 poll, plus predicting the next offseason move for each team",user_49,54,64
1006,Tomlin: Flores is helping Steelers 'myriad' ways,user_42,70,19
1007,From 'Trainwreck' to 'Uncut Gems': Athletes who crashed Hollywood,user_13,76,69
1008,Chiefs strike 1-year deal with ex-Bucs RB Jones,user_79,78,83
1009,Panthers GM: Darnold 'in the lead' for QB job,user_16,22,58
1010,"Zuerlein, cut in Dallas, joins Jets' kicker carousel",user_8,24,48
1011,QB Mariota: Ryan leaves 'big shoes' in Atlanta,user_49,1,36
1012,"NFL experts debate free agency: Best bargain deals, most head-scratching signings and our favorite moves",user_65,19,59
1013,"Watson introduced by Browns, says he's innocent",user_57,4,27
1014,"Saint Peter's continues to troll, Duke roasts Patrick Mahomes and more NCAA tournament burns",user_41,17,62
1015,"Panthers' Smith arrested on gun, drug charges",user_89,30,98
1016,NFL OT change gains support; 24 votes 'not easy',user_80,51,11
1017,"Manziel: Pro career 'over,' back to 7-on-7 league",user_48,5,58
1018,"NFL draft buzz notebook: What we're hearing on the Lions at No. 2, QB rumors, more",user_92,23,34
1019,"QB Siemian to Bears on 2-year deal, agent says",user_68,5,84
1020,Eagles re-sign DE Barnett to two-year contract,user_27,19,39
1021,"Hill, Armstead hope to push Fins to next level",user_98,62,63
1022,Bears sign Bills guard Ryan Bates to offer sheet,user_59,68,7
1023,Early look at 2023 NFL free agents: Who could be on the market?,user_25,66,83
1024,How should the NFL fix overtime? We graded seven ideas to tweak the format,user_27,21,97
1025,"Chiefs add a WR, sign MVS to 3-year contract",user_42,26,36
1026,Second grand jury declines to indict QB Watson,user_65,82,31
1027,"Mile High suites, seats catch fire; no injuries",user_52,17,62
1028,Brown: Ravens remain committed to diversity,user_34,78,82
1029,Cowboys add Schottenheimer as a consultant,user_72,22,69
1030,Patriots let Providence use team plane for game,user_65,51,61
1031,McKissic: 'Crazy' flip from Bills to Commanders,user_44,10,55
1032,Washington Commanders' NFL free-agent signings 2022: Andrew Norwell fills hole at guard,user_19,47,64
1033,Diggs adamant Seahawks 'not in a rebuild mode',user_42,33,1
1034,Falcons won't say 'rebuild' despite Ryan trade,user_39,10,51
1035,Top free-agent OT Armstead signing with Dolphins,user_97,2,15
1036,"Woods: Given choice, Titans were the easy pick",user_23,31,51
1037,Super Bowl hero Butler back to Pats on new deal,user_41,73,28
1038,Most impactful moves and 2022 offseason goals for all 32 NFL teams,user_22,74,95
1039,"NFL free agency signings, rumors and trades",user_99,79,63
1040,"Big takeaways from NFL draft quarterback pro days: Matt Corral moves well post-ankle injury, displays quick release",user_75,2,13
1041,"Fins trade for Chiefs' Hill, give WR $120M deal",user_65,6,93
1042,"Maybe Tyreek Hill already said goodbye to KC, but trade to Dolphins certainly riled up NFL social media",user_75,15,32
